Id,Pattern presented,Description,Source 1,Source 2,Pub Year,Field of origin,Adotion factors,Cost structure,Customer channels,Customer relations,Customer segment,Key activities,Key partners,Key resources,Revenue stream,Take-back system,Value proposition,Total
Pattern196,?Innovative Product Financing?,"Offering product leasing or renting for a certain period of time instead of selling it outright. As an option, this can lead to ownership (?progressive purchase?). This allows extending breadth and depth of customer groups for new products.",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern197,?Subscription Model?,"Charging a customer a rolling fee, typically on a monthly or annual basis for access to a product or service. The customer pays a fee, irrespective of product or service use. This allows creating consistent income streams.",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern198,?Crowdfunding?,"Mobilizing a network, usually online, to tap the financial resources of a mixed group of people and to circumvent traditional financiers such as banks. Forms of crowdfunding are e.g. donation-based, loan-based and equity-based.",P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern216,?Micro Distribution and Retail? ,"Offering products and services that match customers? cash-flows (e.g., small-sized product units) and employing specialized, independent distributors. This can require strengthening existing retail outlets and delivery channels through training and financing partners as local vendors.",P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern219,?Shorter Supply Chains? ,"Reducing the length and complexity of supply chains, e.g. spatially, through less and closer partner and customer relationships. Improving transparency, e.g. by reducing the number of connections or knowledge sharing with suppliers.",P21,,2018,Sustainable business models,0,0,0,0,0,0,1,0,0,0,0,1
Pattern220,"?Buy One, Give One?","Donating goods or services in a fixed ratio to regular sales. Costs can be covered by regular sales revenues, third-party donations or social investors.",P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern221,?Commercially Utilized Social Mission? ,"Offering a product or service for free to a social target group while earning revenues from commercial customers, e.g. based on the information generated by the social target group. ",P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern228,?Expertise Broker? ,"Accumulating problem-specific know-how as a resource. This know-how is derived from affected persons? experiences and is used to educate, train, and help social target groups. ",P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern229,?Market-Oriented Social Mission? ,Offering opportunities to excluded social target groups to engage as productive and paid workforce. They can help in generating market revenues. Training and capability development might be required.,P21,,2018,Sustainable business models,1,0,0,0,0,0,0,0,0,0,0,1
Pattern230,?One-Sided Social Mission? ,Launching a dedicated project/organization aimed at satisfying the consumption need of a target group that does not have sufficient funds to pay for a product or service. The social mission is largely funded by social investors and supported by volunteers. ,P21,,2018,Sustainable business models,0,0,0,1,0,0,0,0,0,0,0,1
Pattern233,?Pay for Success? ,"Employing success-based contracting, usually between providers of a new product or service and the client, in which payments depend on meeting a pre-defined success level. ",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern235,?Result-oriented Services? ,"The client and provider in principle agree on a result, and there is no pre-determined product involved. The service provider owns the product and is responsible for its use. This creates more accountability within the broader system for product disposal, and higher likelihood of product repair, reuse and recycling. The customer pays for an outcome and not for buying or using a particular product. ",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern236,?Use-oriented Services? ,"The traditional product still plays a central role, but the business model is not geared towards selling products. The product usually stays in ownership with the provider and can be shared by a number of users. Customers pay e.g. a leasing, renting or service fee for the use and performance of a particular product.",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern238,?Sharing Business? ,"Sharing, or collaborative consumption, is about matching the supplier side of a platform with the demand side of that platform. The product is shared among a number of users, whenever the individual user needs access to the product. Sharing models have in common that the consumer does not pay for buying a product but only for using it.",P21,,2018,Sustainable business models,0,0,0,0,0,0,0,0,1,0,0,1
Pattern239,ITIL Overview model,"The objective ofÿITIL Service Strategyÿis to decide on a strategy to serve customers. Starting from an assessment of customer needs and the market place, the Service Strategy lifecycle stage determines which services the IT organization is to offer and what capabilities need to be developed. Its ultimate goal is to make the IT organization think and act in a strategic manner.",P22,,2013,IT service management,0,0,0,0,0,0,0,0,1,0,0,1
Pattern259,Advisors,Provide consulting and advise,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern266,Application service providers,Allow customers to use software that is hosted on remote servers for continuos service fee,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,1,0,0,0,1
Pattern281,Collaboration platforms,Provide a set of tools and an information environment for collaboration between enterprises,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern290,Cost reduction (through the internet),Use the internet to reduce cost and thus increase efficiency,P20,,2017,Business model innovation,0,0,1,0,0,0,0,0,0,0,0,1
Pattern300,Dealer support (throught the internet),Use the internet to indirectly support sales partners,P20,,2017,Business model innovation,0,0,0,0,0,0,0,1,0,0,0,1
Pattern303,Digital add-on,"A physical asset is sold at a small margin; over time, the customer can purchase or activate any number of digital services with a higher margin",P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,1,0,0,0,1
Pattern307,Digitally-charged products,Charge classic physical products with a bundle of new sensor-based digital services and position them with new value propositions,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,1,0,0,0,1
Pattern308,Digitization,Offer a traditionally physical product as a digital version,P20,P1,2017,Business model innovation,0,0,0,0,0,1,0,0,0,0,0,1
Pattern317,Enterprise resource planning,Use an integrated back office system to optimize business processes and thereby reduce costs,P20,,2017,Business model innovation,0,0,0,0,0,0,0,1,0,0,0,1
Pattern319,E-procurement,Conduct tendering and procurement electronically,P20,P1,2017,Business model innovation,0,0,0,0,0,0,1,0,0,0,0,1
Pattern329,Flexible pricing,Vary prices for an offering based on demand,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern331,Fractional ownership,"A good is purchased together by a group of customers, each buying a certain share of the usage right, often a time period",P20,,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern354,Make more of it,Offer internal know-how and other resources also as external service to other companies,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern373,Orchestrator (Value chain),Focus on core competencies and outsource / coordinate all other activities along the value chain,P20,P1,2017,Business model innovation,0,0,0,0,0,0,1,0,0,0,0,1
Pattern375,Pay per use,Charge for each use of a product or service,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern376,Pay what you want,Invite customers to set the price they wish to pay,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern379,Performance-based contacting,Determine the fee for usage of a product not by frequency of use but rather by the quality of the result from the use,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern392,Rent instead of buy,Temporarily lend a product to the customer and charge a rent,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern398,Risk sharing,"Waive standard fees or costs if certain metrics are not achieved, but receive outsized gains when they are",P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern404,Selling online services,Offer to use software services online,P20,P1,2017,Business model innovation,0,0,1,0,0,0,0,0,0,0,0,1
Pattern406,Sensor as a service,"Collect, process, and sell sensor data for a fee",P20,P1,2017,Business model innovation,0,0,0,0,0,0,1,0,0,0,0,1
Pattern408,Servitization of products,Sell ongoing services in addition to the product or even sell the service the product performs rather than the product,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern409,Shared infrastructure,Share a common infrastructure among several competitors,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern414,Subscription,Continuosly provide customers with products or services and regularly charge upfront fees,P20,P1,2017,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern430,Value chain service provider,Only support parts of the value chain such as logistics or payments - but for several companies,P20,P1,2017,Business model innovation,0,0,0,0,0,0,1,0,0,0,0,1
Pattern438,Complement a physical product*,Offer a complement in addition to a physical product,P1,,2018,Business model innovation,0,0,1,0,0,0,0,0,0,0,0,1
Pattern451,Payment/ pricing model*,Use a specific payment/ pricing model,P1,,2018,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern455,Revenue stream*,Use a specific revenue stream,P1,,2018,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern459,Usage fee*,Customers? payments depend on a certain variable ofthe usage,P1,,2018,Business model innovation,0,0,0,0,0,0,0,0,1,0,0,1
Pattern460,Value network*,Change your value network or the way you interact with it,P1,,2018,Business model innovation,0,0,0,0,0,0,1,0,0,0,0,1
Pattern292,Crowdsourcing,"Solve a problem by outsourcing it to the crowd (e.g., an internet community)",P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern335,From push-to-pull,Make production more flexible in order to ideally produce a product just when it is ordered and not upfront as stock article,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern370,Open business models,Create innovations by systematically integrating partners into the company's R&D process,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern371,Open content,Develop openly accessible content collaboratively by a global community of contributors who work voluntarily,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern372,Open source,"Develop a product not by a company, but by a public community with all information being available publicly",P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern377,Peer-to-peer,"Facilitates a transaction among peers, i.e., two or more consumers, through provision of a platform",P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern403,Selling experience,"Offer new experiences through participation in a community, often virtually",P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern428,User designed,Customers invent products that afterwards are produced by the company,P20,P1,2017,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
Pattern442,Customization*,Offer customized products or services,P1,,2018,Business model innovation,0,0,0,1,0,0,0,0,0,0,0,1
